Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDS12,3471.0,OUT027
FDR39,4331.0,OUT027
FDP12,2131.0,OUT027
DRF60,5196.0,OUT027
FDC09,1845.0,OUT035
FDF50,2894.0,OUT018
FDG28,4049.0,OUT035
NCE19,978.0,OUT017
NCM53,-203.0,OUT010
NCN18,1846.0,OUT049
FDF32,3315.0,OUT035
FDF11,3865.0,OUT013
DRI59,3658.0,OUT049
NCG54,2807.0,OUT035
FDM44,1626.0,OUT046
FDT57,3474.0,OUT018
FDV24,2406.0,OUT046
FDI50,1754.0,OUT019
FDS09,1029.0,OUT035
NCC31,3901.0,OUT027
FDQ07,1584.0,OUT019
FDC22,3164.0,OUT017
FDZ56,2686.0,OUT046
FDZ40,-1016.0,OUT019
FDS46,3403.0,OUT027
DRD24,2160.0,OUT045
FDV45,3102.0,OUT017
FDL26,2417.0,OUT045
FDA56,1712.0,OUT018
FDN27,1912.0,OUT046
FDM20,3978.0,OUT049
FDO16,1450.0,OUT017
FDL03,3301.0,OUT035
FDE58,1902.0,OUT046
FDI02,3297.0,OUT027
NCC55,-1246.0,OUT019
FDR03,3060.0,OUT018
FDB14,1640.0,OUT017
FDR45,3847.0,OUT013
NCN07,2156.0,OUT017
FDM51,-196.0,OUT019
FDT52,5367.0,OUT027
FDL26,2454.0,OUT046
NCZ42,3754.0,OUT046
DRI47,406.0,OUT019
FDW40,2313.0,OUT013
FDN34,2730.0,OUT046
FDS01,2983.0,OUT035
NCG55,1789.0,OUT045
FDC11,1549.0,OUT035
FDX35,3345.0,OUT018
NCB06,2514.0,OUT046
FDR09,2178.0,OUT019
FDC53,1668.0,OUT017
FDY45,4071.0,OUT013
FDA22,759.0,OUT010
FDE02,1667.0,OUT035
FDW21,1619.0,OUT045
FDV34,1242.0,OUT046
FDS59,1890.0,OUT049
NCW17,2128.0,OUT017
NCK54,1918.0,OUT046
FDG17,1992.0,OUT019
FDG35,2910.0,OUT017
FDD08,-1277.0,OUT010
NCO07,3422.0,OUT017
FDJ10,353.0,OUT010
FDW36,1774.0,OUT017
FDW21,-279.0,OUT010
FDY19,2000.0,OUT017
DRE03,812.0,OUT013
NCC55,734.0,OUT049
FDH52,-827.0,OUT010
FDO09,4308.0,OUT017
FDU43,3763.0,OUT045
FDX09,847.0,OUT010
FDH40,-536.0,OUT019
FDW58,1804.0,OUT017
FDC47,3674.0,OUT017
NCR41,1667.0,OUT035
DRG49,3982.0,OUT035
FDC52,3943.0,OUT027
FDY13,1212.0,OUT046
FDY35,817.0,OUT013
FDI35,2992.0,OUT017
NCU18,2318.0,OUT049
FDY33,2296.0,OUT018
FDC15,3945.0,OUT027
FDU01,3114.0,OUT049
NCU42,2666.0,OUT046
NCV29,2535.0,OUT018
NCY30,2984.0,OUT017
FDQ46,1890.0,OUT049
FDG58,3951.0,OUT027
FDK33,3482.0,OUT017
NCD07,1789.0,OUT045
NCX29,3723.0,OUT027
NCT42,2367.0,OUT013
DRN59,914.0,OUT035
FDI44,1425.0,OUT035
FDA45,2922.0,OUT049
FDP31,1037.0,OUT045
FDY01,1862.0,OUT046
FDT09,1909.0,OUT018
DRH03,2990.0,OUT027
FDA36,2700.0,OUT018
NCF31,2514.0,OUT017
FDG14,2550.0,OUT049
FDG28,5391.0,OUT027
FDU14,4058.0,OUT049
FDY47,230.0,OUT019
FDI56,1542.0,OUT049
DRD01,986.0,OUT013
FDM22,950.0,OUT046
FDH33,735.0,OUT013
DRZ24,1924.0,OUT013
NCQ38,1666.0,OUT046
FDO16,2829.0,OUT027
FDU07,3837.0,OUT027
NCB07,3081.0,OUT013
FDU48,2041.0,OUT045
NCM43,2531.0,OUT045
FDR31,415.0,OUT010
DRK49,428.0,OUT018
NCI30,1911.0,OUT010
DRD60,2966.0,OUT017
NCG19,3670.0,OUT046
FDH12,1821.0,OUT035
FDM32,1651.0,OUT035
FDM27,2653.0,OUT035
NCU53,4073.0,OUT027
NCQ18,1546.0,OUT046
FDS10,2889.0,OUT013
FDB33,3973.0,OUT027
FDI12,1455.0,OUT013
NCW42,3507.0,OUT013
NCC06,1768.0,OUT018
FDW02,2162.0,OUT017
NCD43,1760.0,OUT017
FDM57,1116.0,OUT018
FDA58,3846.0,OUT017
FDK56,2926.0,OUT046
FDP52,3631.0,OUT045
FDW20,1738.0,OUT018
FDS52,1718.0,OUT049
NCT29,1623.0,OUT018
NCL54,2831.0,OUT013
FDC05,3103.0,OUT045
FDF34,3309.0,OUT035
FDP03,3491.0,OUT027
FDD32,-517.0,OUT010
FDZ10,1981.0,OUT045
FDZ40,1037.0,OUT035
FDD51,472.0,OUT018
NCY30,928.0,OUT019
FDP58,3536.0,OUT017
FDV49,4272.0,OUT017
FDY24,-1010.0,OUT019
NCO55,1784.0,OUT017
FDR13,2012.0,OUT017
FDS51,1132.0,OUT017
FDP26,1613.0,OUT045
NCB54,3497.0,OUT027
FDF32,3242.0,OUT017
FDN31,2728.0,OUT018
DRM48,692.0,OUT017
FDN20,2798.0,OUT049
DRL01,3706.0,OUT046
FDV56,1874.0,OUT049
DRH13,3182.0,OUT027
FDA03,2476.0,OUT017
FDF47,5001.0,OUT027
FDX32,2366.0,OUT046
FDX57,1706.0,OUT049
NCA30,2919.0,OUT045
FDO49,903.0,OUT013
FDL04,-234.0,OUT019
DRM48,752.0,OUT035
FDR16,3423.0,OUT013
NCC19,2753.0,OUT018
NCE42,3645.0,OUT045
FDY24,1042.0,OUT017
FDH19,2890.0,OUT049
FDJ46,2801.0,OUT013
FDN45,1611.0,OUT010
FDY08,2387.0,OUT035
FDZ37,1609.0,OUT035
NCT30,685.0,OUT045
DRY23,454.0,OUT018
NCZ30,1661.0,OUT018
FDC44,1538.0,OUT018
FDB45,1837.0,OUT035
FDY04,2669.0,OUT013
FDM27,2544.0,OUT046
FDZ43,3954.0,OUT017
FDT39,540.0,OUT019
NCC06,98.0,OUT019
FDL15,3907.0,OUT027
FDL57,4202.0,OUT017
FDU08,1594.0,OUT046
FDK40,4298.0,OUT017
FDQ12,1701.0,OUT010
FDS48,2526.0,OUT017
FDP09,3291.0,OUT045
FDW21,1754.0,OUT049
FDY25,3037.0,OUT035
DRE13,1470.0,OUT017
FDV43,-1194.0,OUT019
FDD22,1715.0,OUT045
FDM46,-458.0,OUT019
NCO30,1007.0,OUT010
FDM25,2792.0,OUT046
NCN41,2030.0,OUT049
FDU24,1477.0,OUT045
FDZ50,2944.0,OUT046
FDP45,4043.0,OUT013
NCM54,1927.0,OUT045
FDW10,892.0,OUT019
FDP20,2158.0,OUT017
FDK32,2450.0,OUT046
FDN52,1538.0,OUT049
FDM58,1763.0,OUT045
FDZ46,3241.0,OUT027
NCA18,1583.0,OUT018
FDD35,1966.0,OUT046
NCK31,941.0,OUT035
FDI40,3105.0,OUT027
FDT50,-310.0,OUT019
NCT06,2594.0,OUT046
FDT31,3131.0,OUT035
FDT45,986.0,OUT049
FDT13,2915.0,OUT045
FDO50,1417.0,OUT045
NCU18,293.0,OUT010
NCR54,3158.0,OUT049
NCO18,2538.0,OUT018
FDU09,899.0,OUT045
FDT13,2724.0,OUT018
FDE09,1802.0,OUT046
NCK53,-296.0,OUT019
FDG45,3466.0,OUT049
DRH15,878.0,OUT035
FDO21,1690.0,OUT019
FDD14,4359.0,OUT027
FDC09,1694.0,OUT046
FDH45,2221.0,OUT027
FDV32,1050.0,OUT046
FDG12,2129.0,OUT035
FDS32,2317.0,OUT013
NCL55,3686.0,OUT018
DRE01,3948.0,OUT035
DRE15,1354.0,OUT049
NCL42,3813.0,OUT045
FDP31,1109.0,OUT013
FDN33,1273.0,OUT018
FDZ59,2634.0,OUT046
FDE45,919.0,OUT010
FDJ07,1941.0,OUT013
FDQ45,2724.0,OUT018
FDM33,4929.0,OUT027
FDO15,-633.0,OUT010
FDM46,1495.0,OUT013
FDR03,3257.0,OUT045
FDY49,2430.0,OUT018
FDQ60,1861.0,OUT045
FDW10,2898.0,OUT049
FDO51,894.0,OUT049
FDJ40,1530.0,OUT018
FDS20,2628.0,OUT018
FDU45,1875.0,OUT013
FDV02,2841.0,OUT035
FDN09,3830.0,OUT046
NCM55,4393.0,OUT027
FDN23,2078.0,OUT018
FDY31,387.0,OUT010
FDW03,-165.0,OUT010
FDD14,2876.0,OUT046
FDV23,2108.0,OUT017
DRI03,2720.0,OUT045
FDN13,1725.0,OUT035
FDF45,2505.0,OUT027
FDU46,1609.0,OUT035
FDB57,3662.0,OUT049
FDV12,1746.0,OUT049
FDQ58,2471.0,OUT013
NCA18,1932.0,OUT017
FDH52,1154.0,OUT049
FDM24,2166.0,OUT018
NCP43,4315.0,OUT027
NCO18,870.0,OUT019
FDM32,1602.0,OUT017
NCL07,734.0,OUT017
FDK03,4061.0,OUT013
FDP59,1788.0,OUT017
FDQ24,4054.0,OUT049
FDQ16,1500.0,OUT018
FDU44,2623.0,OUT013
FDH28,-1235.0,OUT010
FDV28,-1276.0,OUT019
FDM22,871.0,OUT045
FDR56,3130.0,OUT046
FDV39,3238.0,OUT049
FDU37,-566.0,OUT019
FDQ11,2125.0,OUT010
FDX02,3471.0,OUT045
NCS42,1197.0,OUT018
FDY57,3025.0,OUT027
FDB21,3898.0,OUT049
FDE28,3766.0,OUT017
FDQ55,1974.0,OUT017
FDA48,3606.0,OUT049
FDZ19,2689.0,OUT045
NCC43,3883.0,OUT045
NCV18,1282.0,OUT046
NCA42,2258.0,OUT018
FDY45,4062.0,OUT046
NCC30,2749.0,OUT045
FDM57,1449.0,OUT013
FDL09,743.0,OUT010
FDB09,3455.0,OUT027
FDT44,2045.0,OUT035
NCT06,4059.0,OUT027
FDX26,3002.0,OUT049
FDK32,2517.0,OUT013
DRA12,2278.0,OUT046
FDO46,1127.0,OUT010
FDE52,1495.0,OUT013
NCH42,3537.0,OUT045
FDV08,883.0,OUT035
FDB47,3062.0,OUT018
FDC28,-117.0,OUT010
FDD22,1806.0,OUT046
FDS07,3317.0,OUT027
DRI13,3362.0,OUT045
FDG32,3236.0,OUT018
FDU14,4066.0,OUT017
FDD28,-904.0,OUT019
NCP41,1840.0,OUT017
FDS08,2866.0,OUT049
FDX47,2475.0,OUT045
FDC53,-282.0,OUT019
FDQ19,4005.0,OUT035
FDL14,2435.0,OUT045
FDM33,1592.0,OUT019
FDA51,1769.0,OUT045
FDZ27,568.0,OUT018
FDT04,698.0,OUT046
DRC13,2138.0,OUT049
FDR16,4891.0,OUT027
FDQ03,5239.0,OUT027
FDE38,2807.0,OUT035
DRH23,2368.0,OUT027
FDT11,1108.0,OUT019
FDD09,3011.0,OUT035
FDR40,1317.0,OUT045
FDX07,3090.0,OUT017
FDR07,1703.0,OUT035
FDA51,1954.0,OUT017
FDT59,1750.0,OUT019
FDF20,3192.0,OUT017
FDR13,1815.0,OUT045
FDY26,3474.0,OUT049
FDW04,2232.0,OUT017
FDK52,3694.0,OUT017
FDN60,2586.0,OUT049
FDM09,828.0,OUT019
FDP46,1534.0,OUT049
FDB50,-658.0,OUT019
NCQ29,4142.0,OUT049
FDP16,5341.0,OUT027
FDX33,2328.0,OUT018
FDP07,1137.0,OUT010
FDN22,3998.0,OUT046
FDF39,4278.0,OUT049
FDS21,1148.0,OUT017
NCM42,1727.0,OUT013
FDK50,714.0,OUT019
DRF13,3800.0,OUT027
FDH35,2350.0,OUT018
FDP60,1372.0,OUT018
DRJ49,3550.0,OUT027
NCT42,436.0,OUT019
FDE38,2758.0,OUT049
FDI04,3274.0,OUT049
NCH54,2407.0,OUT045
FDT56,1094.0,OUT049
DRD15,3384.0,OUT018
FDV58,3097.0,OUT013
FDP21,3102.0,OUT049
FDH05,3741.0,OUT013
FDR10,4043.0,OUT027
NCP06,2291.0,OUT045
FDF33,1822.0,OUT049
DRK37,3006.0,OUT013
DRH49,1298.0,OUT045
FDT58,2683.0,OUT013
FDD41,1448.0,OUT018
FDP40,1546.0,OUT018
FDM51,3151.0,OUT027
FDO45,-473.0,OUT010
FDW33,-223.0,OUT010
FDY24,857.0,OUT045
FDB10,1841.0,OUT010
FDM40,2389.0,OUT035
NCI06,2940.0,OUT017
FDW12,430.0,OUT019
FDX48,3969.0,OUT027
NCW05,3139.0,OUT027
FDX27,1678.0,OUT017
DRM37,3052.0,OUT045
FDA38,3743.0,OUT045
FDR36,694.0,OUT046
FDZ45,3142.0,OUT046
FDG05,2672.0,OUT017
FDK28,4101.0,OUT013
FDV47,1331.0,OUT045
FDN21,2491.0,OUT045
FDP20,3507.0,OUT027
FDI35,2823.0,OUT045
DRY23,770.0,OUT013
FDA56,2074.0,OUT017
FDB09,1997.0,OUT013
NCO26,3307.0,OUT027
FDQ49,2276.0,OUT018
FDI52,3419.0,OUT027
FDZ44,3341.0,OUT027
FDZ09,2338.0,OUT018
FDY03,1946.0,OUT049
NCG42,2166.0,OUT017
DRI13,4908.0,OUT027
FDQ32,2083.0,OUT013
FDW16,1657.0,OUT035
FDU27,806.0,OUT046
FDR28,721.0,OUT010
FDQ49,651.0,OUT010
FDS37,1858.0,OUT046
FDW26,3244.0,OUT018
FDX12,3610.0,OUT018
NCP06,2409.0,OUT013
FDW45,405.0,OUT010
NCN30,1606.0,OUT049
FDN24,966.0,OUT049
NCL41,2001.0,OUT027
FDR02,-142.0,OUT019
FDD09,977.0,OUT010
FDS33,-527.0,OUT010
FDU22,1847.0,OUT045
FDI53,2643.0,OUT013
DRH01,2862.0,OUT049
FDX32,2349.0,OUT013
NCP30,396.0,OUT018
FDB60,3035.0,OUT045
FDB14,1646.0,OUT049
NCP02,1069.0,OUT035
FDJ10,2356.0,OUT017
FDG34,1818.0,OUT046
NCB18,1498.0,OUT017
FDM16,1354.0,OUT049
FDW25,1098.0,OUT018
FDB35,-413.0,OUT010
DRN11,2278.0,OUT013
FDF41,1974.0,OUT019
FDH16,1359.0,OUT045
NCQ50,3092.0,OUT018
DRH23,643.0,OUT018
DRJ37,2436.0,OUT013
DRJ24,4360.0,OUT027
FDY16,3107.0,OUT035
FDQ27,1671.0,OUT045
FDZ33,2293.0,OUT045
FDF29,2079.0,OUT045
FDA08,2738.0,OUT049
FDG31,1070.0,OUT046
FDE34,948.0,OUT019
NCR30,2639.0,OUT027
FDV33,4265.0,OUT035
DRZ24,1646.0,OUT018
NCL54,2895.0,OUT035
FDR12,2882.0,OUT049
NCC54,3770.0,OUT046
DRN59,790.0,OUT013
FDX50,-146.0,OUT019
FDV31,4289.0,OUT027
NCA29,4185.0,OUT027
FDW60,2954.0,OUT049
FDX08,2996.0,OUT017
DRD49,3728.0,OUT013
FDD33,3654.0,OUT046
FDW35,751.0,OUT013
FDJ36,1784.0,OUT017
FDV51,2793.0,OUT035
FDW36,1702.0,OUT046
FDH35,2628.0,OUT046
NCS30,3523.0,OUT027
FDN49,780.0,OUT017
FDL08,3634.0,OUT018
FDI09,3865.0,OUT013
FDP19,1797.0,OUT018
FDU21,-1323.0,OUT010
NCP41,1639.0,OUT045
FDY10,1841.0,OUT013
FDP12,400.0,OUT018
NCN26,1950.0,OUT049
FDK44,2795.0,OUT013
FDC28,1866.0,OUT049
FDJ41,5613.0,OUT027
NCT29,2089.0,OUT035
NCH42,1670.0,OUT019
FDU60,2441.0,OUT018
FDS02,3031.0,OUT045
FDC51,2020.0,OUT046
FDU03,2971.0,OUT013
FDX39,3325.0,OUT045
NCY05,-1321.0,OUT010
NCL06,5531.0,OUT027
FDD32,1495.0,OUT035
NCN41,1867.0,OUT045
NCX53,2342.0,OUT049
FDU57,498.0,OUT019
FDQ23,1670.0,OUT046
FDQ52,3849.0,OUT045
FDC14,659.0,OUT045
FDY09,2959.0,OUT035
FDQ28,2463.0,OUT045
FDV25,3492.0,OUT046
FDJ07,2021.0,OUT035
DRB25,1778.0,OUT049
FDK52,1668.0,OUT019
FDY52,2517.0,OUT027
FDB28,3114.0,OUT046
FDT36,765.0,OUT035
FDV25,3618.0,OUT017
NCN07,3521.0,OUT027
FDC57,3204.0,OUT017
FDQ03,3520.0,OUT018
FDU23,2772.0,OUT017
NCX41,3497.0,OUT035
NCD06,887.0,OUT035
FDW08,1643.0,OUT045
NCU29,2386.0,OUT017
NCE06,2547.0,OUT013
FDV52,-3.0,OUT010
FDB02,2954.0,OUT017
NCR18,641.0,OUT045
FDK16,1610.0,OUT049
NCQ29,2119.0,OUT010
FDZ01,-196.0,OUT019
FDW27,2667.0,OUT035
FDD17,3495.0,OUT018
FDW39,2903.0,OUT013
DRH59,1108.0,OUT045
FDS52,1671.0,OUT013
FDU40,4559.0,OUT027
NCF54,2759.0,OUT013
FDH46,1627.0,OUT045
NCP14,1718.0,OUT049
FDH50,3062.0,OUT049
DRF15,524.0,OUT010
FDV27,2911.0,OUT027
NCJ06,1998.0,OUT049
FDN02,2984.0,OUT018
FDQ51,938.0,OUT049
FDQ07,3656.0,OUT017
FDS45,1826.0,OUT049
NCJ06,1847.0,OUT045
FDD36,2029.0,OUT035
FDY25,2849.0,OUT045
FDU52,2462.0,OUT046
DRK47,3670.0,OUT017
NCL30,2136.0,OUT017
FDN22,4161.0,OUT035
NCF30,3435.0,OUT027
FDK03,4221.0,OUT035
FDT45,1022.0,OUT017
NCC54,5205.0,OUT027
FDP08,2860.0,OUT018
FDU44,2626.0,OUT046
DRG39,1014.0,OUT035
FDU32,2070.0,OUT049
FDY27,2938.0,OUT049
NCP54,1983.0,OUT013
NCZ41,2110.0,OUT049
DRL49,2298.0,OUT013
FDI05,1001.0,OUT018
FDY56,3547.0,OUT045
DRC13,2074.0,OUT013
NCV29,2932.0,OUT017
FDR24,1578.0,OUT049
FDZ34,2776.0,OUT018
FDP37,2145.0,OUT035
FDX08,4335.0,OUT027
FDS57,2187.0,OUT045
NCG18,1726.0,OUT049
FDK25,2436.0,OUT018
FDH53,1482.0,OUT049
DRI59,3262.0,OUT018
FDA52,2834.0,OUT046
FDT20,-1263.0,OUT010
FDE36,724.0,OUT019
FDI24,2868.0,OUT017
FDB28,2878.0,OUT018
FDV11,2950.0,OUT017
FDP01,2490.0,OUT046
FDD34,4045.0,OUT027
FDJ50,2333.0,OUT027
FDZ44,1927.0,OUT013
DRO59,1362.0,OUT035
DRB48,640.0,OUT045
FDR21,2514.0,OUT018
NCE42,1795.0,OUT010
FDO23,1492.0,OUT046
NCE30,3066.0,OUT018
FDQ22,799.0,OUT035
FDY01,1803.0,OUT045
FDS08,2914.0,OUT017
FDG28,3683.0,OUT018
FDQ51,608.0,OUT018
FDB05,4026.0,OUT017
FDO56,2002.0,OUT049
FDE02,1208.0,OUT018
FDN45,3618.0,OUT017
FDS09,879.0,OUT013
NCA54,2590.0,OUT018
FDP09,1451.0,OUT010
FDC53,1531.0,OUT045
NCM55,3030.0,OUT017
FDL09,2444.0,OUT018
FDA11,-402.0,OUT019
FDA50,1449.0,OUT045
FDC23,2956.0,OUT017
FDE22,2622.0,OUT049
FDD23,3002.0,OUT046
NCA29,2814.0,OUT049
FDK38,2342.0,OUT046
DRC13,1988.0,OUT046
NCP43,2918.0,OUT049
FDX28,1714.0,OUT049
FDF08,1594.0,OUT049
FDZ33,2368.0,OUT046
FDD10,2986.0,OUT049
FDO58,2690.0,OUT017
FDI50,3788.0,OUT017
FDO58,2571.0,OUT045
FDX08,2905.0,OUT013
NCK17,-1237.0,OUT010
FDF39,4335.0,OUT035
FDU45,-79.0,OUT010
NCJ18,1564.0,OUT018
DRC27,1958.0,OUT019
DRC25,1510.0,OUT035
FDU59,2691.0,OUT035
FDU28,3189.0,OUT035
NCP30,674.0,OUT046
FDB39,650.0,OUT018
FDE41,1481.0,OUT013
DRH11,-1020.0,OUT010
FDA58,3665.0,OUT045
FDU50,1890.0,OUT046
FDM34,2105.0,OUT013
FDM44,3105.0,OUT027
FDR39,2849.0,OUT045
FDM25,2761.0,OUT045
FDQ49,2634.0,OUT049
DRH25,610.0,OUT018
FDM09,4205.0,OUT027
FDL44,674.0,OUT019
NCR42,270.0,OUT018
DRL59,862.0,OUT046
FDX43,2713.0,OUT013
DRK47,1642.0,OUT010
FDU48,1838.0,OUT018
FDY12,797.0,OUT045
NCN43,1682.0,OUT018
NCM55,2625.0,OUT018
FDQ21,3451.0,OUT027
FDX13,4105.0,OUT035
NCK30,5431.0,OUT027
FDG20,2906.0,OUT049
DRG27,760.0,OUT017
FDY14,3893.0,OUT018
FDP59,1839.0,OUT035
FDU60,2836.0,OUT017
NCC18,762.0,OUT019
DRJ39,3544.0,OUT017
FDS07,1922.0,OUT049
FDM08,5025.0,OUT027
FDP51,1895.0,OUT045
FDU16,1535.0,OUT035
FDH12,1731.0,OUT013
DRE48,1194.0,OUT010
NCL42,5301.0,OUT027
FDR21,2747.0,OUT045
NCW29,2217.0,OUT035
FDO11,4023.0,OUT013
NCM31,2318.0,OUT049
FDV35,542.0,OUT019
FDF58,1132.0,OUT017
NCE43,2742.0,OUT049
FDA02,2479.0,OUT035
DRL37,-1170.0,OUT010
FDR24,1250.0,OUT018
FDW59,1454.0,OUT049
FDS22,906.0,OUT049
FDW24,926.0,OUT017
FDU24,1711.0,OUT035
FDA21,4439.0,OUT027
FDH58,3359.0,OUT027
FDW36,1404.0,OUT018
FDI45,4213.0,OUT027
FDU01,2740.0,OUT018
FDF35,3201.0,OUT027
FDU43,1898.0,OUT019
FDE24,372.0,OUT019
FDK50,2698.0,OUT049
FDG31,975.0,OUT045
FDC60,1411.0,OUT045
FDL36,1483.0,OUT013
FDP21,3073.0,OUT013
FDW16,1439.0,OUT045
FDX02,3660.0,OUT017
FDQ58,3949.0,OUT027
FDT51,1816.0,OUT046
FDD59,1434.0,OUT049
NCM42,1462.0,OUT018
FDA57,430.0,OUT018
FDZ48,1945.0,OUT035
FDE46,2369.0,OUT045
NCZ30,12.0,OUT019
FDB56,3136.0,OUT017
FDA25,3189.0,OUT027
FDD20,2047.0,OUT013
FDL25,1551.0,OUT013
NCO18,2878.0,OUT049
FDJ45,696.0,OUT017
FDR12,2891.0,OUT035
NCF19,-1155.0,OUT010
FDK25,2656.0,OUT046
NCR17,1802.0,OUT046
FDC52,2468.0,OUT046
NCA54,2956.0,OUT017
FDR45,1883.0,OUT010
NCM19,1902.0,OUT049
FDF39,5673.0,OUT027
FDX23,1658.0,OUT049
FDD58,3059.0,OUT027
FDX28,1661.0,OUT013
NCD31,2595.0,OUT013
FDU57,2162.0,OUT018
FDI27,806.0,OUT046
NCM42,1706.0,OUT046
FDD32,2829.0,OUT027
FDI34,3679.0,OUT013
NCM29,2150.0,OUT049
