Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCM42,1663.0150159,OUT035
FDY59,224.937577651,OUT010
DRI49,1306.76669663,OUT049
FDT28,352.760151762,OUT019
FDQ22,605.486061109,OUT018
FDR60,1268.86245061,OUT049
FDC50,241.004959312,OUT019
FDV24,2424.29069103,OUT013
DRF48,485.088977691,OUT010
FDQ47,612.787597831,OUT046
DRN36,1548.54359871,OUT049
NCY06,2036.10650548,OUT035
FDE52,1381.62203119,OUT035
NCB54,2025.9190301,OUT045
NCF31,2502.13098271,OUT035
FDJ08,5195.32525345,OUT027
NCC07,1649.87538526,OUT017
NCD19,1328.18459556,OUT027
FDL46,1980.10108443,OUT049
FDM20,4030.75729848,OUT045
NCI06,456.523031278,OUT010
DRM11,4221.32345309,OUT035
NCH07,2507.79591845,OUT018
FDS23,2051.70002308,OUT013
FDO49,762.583096614,OUT018
FDS35,1060.6399546,OUT049
DRK39,1334.35022707,OUT045
DRI39,862.523556424,OUT049
FDV04,2537.34442389,OUT017
NCN14,3079.86165964,OUT035
FDH08,3750.54975448,OUT013
FDS20,3147.55536572,OUT046
FDV40,1146.40356445,OUT049
FDZ48,253.763978244,OUT010
FDS24,2340.78065013,OUT027
FDK44,2848.03094457,OUT049
FDS48,2504.12637824,OUT045
FDK26,493.919528343,OUT010
FDD23,3091.86482915,OUT045
NCH54,2600.61309183,OUT017
NCP14,232.454038268,OUT010
FDM60,122.090458584,OUT010
FDV24,2449.50275059,OUT017
FDH08,3432.75358473,OUT018
FDS12,3283.85262615,OUT027
FDR39,4844.67600015,OUT027
FDP12,1170.86197338,OUT027
DRF60,6006.46512279,OUT027
FDC09,1650.31268874,OUT035
FDF50,2990.70235941,OUT018
FDG28,4045.35776308,OUT035
NCE19,854.84567483,OUT017
NCM53,247.205267721,OUT010
NCN18,1721.34715005,OUT049
FDF32,3149.18300262,OUT035
FDF11,3970.58889273,OUT013
DRI59,3835.79424325,OUT049
NCG54,2774.89750117,OUT035
FDM44,1644.5794473,OUT046
FDT57,3528.37642988,OUT018
FDV24,2455.81388693,OUT046
FDI50,579.464870919,OUT019
FDS09,781.15113217,OUT035
NCC31,4011.53940137,OUT027
FDQ07,581.709768012,OUT019
FDC22,3117.5265594,OUT017
FDZ56,2782.63210166,OUT046
FDZ40,126.636308289,OUT019
FDS46,3156.91590048,OUT027
DRD24,2073.49777327,OUT045
FDV45,3088.35916993,OUT017
FDL26,2511.6200983,OUT045
FDA56,1940.16622044,OUT018
FDN27,1963.68600665,OUT046
FDM20,3998.42092449,OUT049
FDO16,1334.01012433,OUT017
FDL03,3036.57977683,OUT035
FDE58,1949.42849089,OUT046
FDI02,3147.05624398,OUT027
NCC55,122.090458584,OUT019
FDR03,3201.85259819,OUT018
FDB14,1443.39269542,OUT017
FDR45,3984.84789599,OUT013
NCN07,2059.45615118,OUT017
FDM51,250.507964304,OUT019
FDT52,5993.80838442,OUT027
FDL26,2499.09473666,OUT046
NCZ42,3922.04812874,OUT046
DRI47,362.083681558,OUT019
FDW40,2089.11375357,OUT013
FDN34,2763.40012008,OUT046
FDS01,2935.89391619,OUT035
NCG55,1933.9651335,OUT045
FDC11,1361.68354783,OUT035
FDX35,3423.78402957,OUT018
NCB06,2588.16317748,OUT046
FDR09,582.883976468,OUT019
FDC53,1550.43781699,OUT017
FDY45,4118.92989125,OUT013
FDA22,390.585786929,OUT010
FDE02,1526.93114324,OUT035
FDW21,1642.01648855,OUT045
FDV34,1153.69025608,OUT046
FDS59,1659.55987354,OUT049
NCW17,2070.01090545,OUT017
NCK54,1956.92993255,OUT046
FDG17,580.022241578,OUT019
FDG35,2870.37234037,OUT017
FDD08,122.090458584,OUT010
NCO07,3670.08554383,OUT017
FDJ10,278.771002522,OUT010
FDW36,1647.71172778,OUT017
FDW21,230.275769067,OUT010
FDY19,1941.99665373,OUT017
DRE03,803.450059726,OUT013
NCC55,623.022548915,OUT049
FDH52,146.333740099,OUT010
FDO09,4118.60260385,OUT017
FDU43,3958.20357964,OUT045
FDX09,431.483526364,OUT010
FDH40,203.878639964,OUT019
FDW58,1648.95809168,OUT017
FDC47,3776.18936006,OUT017
NCR41,1505.60751102,OUT035
DRG49,3936.88636619,OUT035
FDC52,4005.58388451,OUT027
FDY13,1164.10719588,OUT046
FDY35,679.98217521,OUT013
FDI35,3112.24688102,OUT017
NCU18,2095.83958613,OUT049
FDY33,2506.17453253,OUT018
FDC15,4084.56468457,OUT027
FDU01,3074.28334108,OUT049
NCU42,2777.2101821,OUT046
NCV29,2810.86306051,OUT018
NCY30,3061.5351154,OUT017
FDQ46,1739.20075827,OUT049
FDG58,4022.02055263,OUT027
FDK33,3655.75301293,OUT017
NCD07,1917.86557853,OUT045
NCX29,3953.54037194,OUT027
NCT42,2432.12656634,OUT013
DRN59,761.690503546,OUT035
FDI44,1283.62786654,OUT035
FDA45,2835.534591,OUT049
FDP31,1066.27129506,OUT045
FDY01,1939.47512576,OUT046
FDT09,1974.90950755,OUT018
DRH03,2584.67776502,OUT027
FDA36,2989.29894967,OUT018
NCF31,2466.50229676,OUT017
FDG14,2471.57765889,OUT049
FDG28,6009.4053461,OUT027
FDU14,4135.10913347,OUT049
FDY47,292.539920729,OUT019
FDI56,1382.05232882,OUT049
DRD01,949.378201042,OUT013
FDM22,877.369627217,OUT046
FDH33,670.80836993,OUT013
DRZ24,1954.80246167,OUT013
NCQ38,1649.54626712,OUT046
FDO16,2152.94738996,OUT027
FDU07,3982.75080356,OUT027
NCB07,3016.87109345,OUT013
FDU48,2039.43135466,OUT045
NCM43,2650.27132718,OUT045
FDR31,357.853540248,OUT010
DRK49,608.726643136,OUT018
NCI30,588.788818862,OUT010
DRD60,3058.80665457,OUT017
NCG19,3805.22041754,OUT046
FDH12,1649.18478444,OUT035
FDM32,1439.27255943,OUT035
FDM27,2548.94426573,OUT035
NCU53,4200.8941374,OUT027
NCQ18,1565.93832491,OUT046
FDS10,2918.05769465,OUT013
FDB33,4084.60416706,OUT027
FDI12,1426.05076545,OUT013
NCW42,3701.56989279,OUT013
NCC06,1949.79643315,OUT018
FDW02,2037.80812162,OUT017
NCD43,1649.56844324,OUT017
FDM57,1337.76320662,OUT018
FDA58,3910.14315869,OUT017
FDK56,3129.6715124,OUT046
FDP52,3852.01630846,OUT045
FDW20,1950.72942294,OUT018
FDS52,1620.30729971,OUT049
NCT29,1895.79217562,OUT018
NCL54,2853.06855055,OUT013
FDC05,3056.77191071,OUT045
FDF34,3070.85843406,OUT035
FDP03,3246.57694037,OUT027
FDD32,194.496333501,OUT010
FDZ10,2037.3457516,OUT045
FDZ40,851.960474968,OUT035
FDD51,619.290564872,OUT018
NCY30,433.999756237,OUT019
FDP58,3733.09126042,OUT017
FDV49,4207.36805201,OUT017
FDY24,122.912619306,OUT019
NCO55,1652.22903456,OUT017
FDR13,1935.65001467,OUT017
FDS51,984.529674859,OUT017
FDP26,1647.17131629,OUT045
NCB54,3288.60071551,OUT027
FDF32,3074.77073851,OUT017
FDN31,3012.27786939,OUT018
DRM48,590.979814393,OUT017
FDN20,2755.95472356,OUT049
DRL01,3776.4961122,OUT046
FDV56,1652.2981275,OUT049
DRH13,2652.9524281,OUT027
FDA03,2491.39414268,OUT017
FDF47,5994.30587051,OUT027
FDX32,2511.36204491,OUT046
FDX57,1546.12611493,OUT049
NCA30,3023.52878948,OUT045
FDO49,804.551456815,OUT013
FDL04,251.831515525,OUT019
DRM48,595.033222077,OUT035
FDR16,3603.5093311,OUT013
NCC19,3015.50584871,OUT018
NCE42,3953.33452138,OUT045
FDY24,854.95966324,OUT017
FDH19,2846.00069863,OUT049
FDJ46,2835.0874831,OUT013
FDN45,581.932956739,OUT010
FDY08,2044.6281252,OUT035
FDZ37,1364.4745031,OUT035
NCT30,767.762186874,OUT045
DRY23,612.434461913,OUT018
NCZ30,1939.97965336,OUT018
FDC44,1801.2774663,OUT018
FDB45,1649.70233719,OUT035
FDY04,2578.58192293,OUT013
FDM27,2577.59503533,OUT046
FDZ43,3947.96970186,OUT017
FDT39,364.699245447,OUT019
NCC06,285.960254412,OUT019
FDL15,4010.61393406,OUT027
FDL57,4121.8791286,OUT017
FDU08,1562.04498026,OUT046
FDK40,4258.43359337,OUT017
FDQ12,574.984512034,OUT010
FDS48,2491.49716793,OUT017
FDP09,3627.85062923,OUT045
FDW21,1565.58482986,OUT049
FDY25,3078.69728183,OUT035
DRE13,1365.92918626,OUT017
FDV43,122.090458584,OUT019
FDD22,1739.72256654,OUT045
FDM46,236.578993177,OUT019
NCO30,484.957490272,OUT010
FDM25,2858.2740478,OUT046
NCN41,2033.01032321,OUT049
FDU24,1451.19965138,OUT045
FDZ50,3136.88931641,OUT046
FDP45,4038.39893622,OUT013
NCM54,2031.11244663,OUT045
FDW10,423.742594758,OUT019
FDP20,2041.51565895,OUT017
FDK32,2502.89669947,OUT046
FDN52,1363.74918344,OUT049
FDM58,1722.59342447,OUT045
FDZ46,3092.57036956,OUT027
NCA18,1809.04562966,OUT018
FDD35,2073.97834752,OUT046
NCK31,764.736595111,OUT035
FDI40,2616.94043104,OUT027
FDT50,242.544522258,OUT019
NCT06,2615.93859988,OUT046
FDT31,3050.35501799,OUT035
FDT45,843.52160772,OUT049
FDT13,3082.04608825,OUT045
FDO50,1384.65983316,OUT045
NCU18,276.703186645,OUT010
NCR54,3103.80414537,OUT049
NCO18,2808.21377878,OUT018
FDU09,856.308689638,OUT045
FDT13,3008.17449475,OUT018
FDE09,1752.57389286,OUT046
NCK53,250.691963638,OUT019
FDG45,3606.69047412,OUT049
DRH15,667.157544253,OUT035
FDO21,578.993820205,OUT019
FDD14,5174.94775299,OUT027
FDC09,1649.54626712,OUT046
FDH45,1179.80886189,OUT027
FDV32,1089.47124721,OUT046
FDG12,2004.35914057,OUT035
FDS32,2073.89226024,OUT013
NCL55,3714.95680151,OUT018
DRE01,3905.16315723,OUT035
DRE15,1264.01193426,OUT049
NCL42,3939.51439828,OUT045
FDP31,1198.54782484,OUT013
FDN33,1428.20078565,OUT018
FDZ59,2573.11991805,OUT046
FDE45,434.862113349,OUT010
FDJ07,1986.16141614,OUT013
FDQ45,3013.80899317,OUT018
FDM33,5932.29042238,OUT027
FDO15,158.768647148,OUT010
FDM46,1464.75643374,OUT013
FDR03,3421.51081314,OUT045
FDY49,2645.32341282,OUT018
FDQ60,1956.03171433,OUT045
FDW10,2845.54379357,OUT049
FDO51,663.257876015,OUT049
FDJ40,1628.422747,OUT018
FDS20,3035.70077691,OUT018
FDU45,1819.08213666,OUT013
FDV02,2769.687571,OUT035
FDN09,3989.0977547,OUT046
NCM55,5174.68701016,OUT027
FDN23,2380.10119519,OUT018
FDY31,361.47555235,OUT010
FDW03,231.858420838,OUT010
FDD14,3085.67566539,OUT046
FDV23,2029.4517726,OUT017
DRI03,2852.47989974,OUT045
FDN13,1568.73535322,OUT035
FDF45,1393.01605314,OUT027
FDU46,1365.02405779,OUT035
FDB57,3715.81015144,OUT049
FDV12,1566.62936726,OUT049
FDQ58,2432.39838522,OUT013
NCA18,1919.67952969,OUT017
FDH52,951.579651447,OUT049
FDM24,2379.67090432,OUT018
NCP43,4829.55055644,OUT027
NCO18,435.854059602,OUT019
FDM32,1393.55010775,OUT017
NCL07,596.245892694,OUT017
FDK03,4071.35967233,OUT013
FDP59,1647.10137623,OUT017
FDQ24,4078.5564689,OUT049
FDQ16,1627.92195197,OUT018
FDU44,2552.13365072,OUT013
FDH28,122.090458584,OUT010
FDV28,122.090458584,OUT019
FDM22,852.455403539,OUT045
FDR56,3095.65853009,OUT046
FDV39,3095.02668499,OUT049
FDU37,177.077681412,OUT019
FDQ11,582.0916609,OUT010
FDX02,3802.63467603,OUT045
NCS42,1422.48254479,OUT018
FDY57,2585.43556637,OUT027
FDB21,3888.60762111,OUT049
FDE28,3873.39819418,OUT017
FDQ55,1941.02635601,OUT017
FDA48,3689.34529567,OUT049
FDZ19,2844.37812162,OUT045
NCC43,3987.45545582,OUT045
NCV18,1349.34074648,OUT046
NCA42,2480.97863564,OUT018
FDY45,4173.17167889,OUT046
NCC30,2944.91507905,OUT045
FDM57,1424.93062971,OUT013
FDL09,400.661647009,OUT010
FDB09,3246.57694037,OUT027
FDT44,1963.13315816,OUT035
NCT06,4158.24529155,OUT027
FDX26,3141.76170406,OUT049
FDK32,2475.38133391,OUT013
DRA12,2127.53564412,OUT046
FDO46,489.975543791,OUT010
FDE52,1422.80971801,OUT013
NCH42,3810.81685285,OUT045
FDV08,618.416438567,OUT035
FDB47,3341.58904424,OUT018
FDC28,255.263532543,OUT010
FDD22,1924.09886908,OUT046
FDS07,3151.46826362,OUT027
DRI13,3690.51412333,OUT045
FDG32,3395.29751207,OUT018
FDU14,4150.30598987,OUT017
FDD28,143.354557517,OUT019
NCP41,1660.61868489,OUT017
FDS08,2872.4982903,OUT049
FDX47,2537.50055014,OUT045
FDC53,245.886781416,OUT019
FDQ19,4024.51265779,OUT035
FDL14,2479.12997185,OUT045
FDM33,578.856789838,OUT019
FDA51,1905.88199148,OUT045
FDZ27,760.782209109,OUT018
FDT04,634.690563416,OUT046
DRC13,2058.08780079,OUT049
FDR16,5871.00242158,OUT027
FDQ03,5994.04512768,OUT027
FDE38,2716.44637367,OUT035
DRH23,1346.71944186,OUT027
FDT11,493.492891113,OUT019
FDD09,3015.3683758,OUT035
FDR40,1332.17394648,OUT045
FDX07,3073.61395809,OUT017
FDR07,1551.59861019,OUT035
FDA51,1913.12978893,OUT017
FDT59,576.68674217,OUT019
FDF20,3080.3289143,OUT017
FDR13,1922.15745234,OUT045
FDY26,3632.90810627,OUT049
FDW04,2049.23747472,OUT017
FDK52,3865.9803866,OUT017
FDN60,2563.65174951,OUT049
FDM09,424.264306187,OUT019
FDP46,1361.08959099,OUT049
FDB50,177.077681412,OUT019
NCQ29,4023.48451161,OUT049
FDP16,5982.98650653,OUT027
FDX33,2492.4543276,OUT018
FDP07,506.161963697,OUT010
FDN22,4012.37700747,OUT046
FDF39,4163.52176964,OUT049
FDS21,952.093445348,OUT017
NCM42,1656.65117572,OUT013
FDK50,387.69145687,OUT019
DRF13,3993.35080334,OUT027
FDH35,2510.65049363,OUT018
FDP60,1541.25536316,OUT018
DRJ49,3290.55437974,OUT027
NCT42,356.06030689,OUT019
FDE38,2688.0222575,OUT049
FDI04,3117.27176011,OUT049
NCH54,2576.16218073,OUT045
FDT56,886.622387863,OUT049
DRD15,3437.69177149,OUT018
FDV58,3042.33813015,OUT013
FDP21,3141.41970865,OUT049
FDH05,3727.19024792,OUT013
FDR10,4142.67663297,OUT027
NCP06,2498.79206147,OUT045
FDF33,1649.90009383,OUT049
DRK37,3101.17612042,OUT013
DRH49,1327.60455795,OUT045
FDT58,2647.41029707,OUT013
FDD41,1621.95738006,OUT018
FDP40,1676.87835563,OUT018
FDM51,2616.94043104,OUT027
FDO45,199.252209031,OUT010
FDW33,232.510485955,OUT010
FDY24,855.578353167,OUT045
FDB10,575.460895055,OUT010
FDM40,2087.40517525,OUT035
NCI06,3061.10760902,OUT017
FDW12,332.379785417,OUT019
FDX48,4015.55739585,OUT027
NCW05,2644.12742351,OUT027
FDX27,1522.19592198,OUT017
DRM37,3064.00773876,OUT045
FDA38,3911.42729454,OUT045
FDR36,632.992235953,OUT046
FDZ45,3120.107374,OUT046
FDG05,2535.140172,OUT017
FDK28,4193.6867671,OUT013
FDV47,1356.23915831,OUT045
FDN21,2577.37161121,OUT045
FDP20,3283.85262615,OUT027
FDI35,3086.26830968,OUT045
DRY23,673.718649321,OUT013
FDA56,2049.3220619,OUT017
FDB09,2017.01454528,OUT013
NCO26,3156.91590048,OUT027
FDQ49,2455.00298846,OUT018
FDI52,3235.33432772,OUT027
FDZ44,3156.91590048,OUT027
FDZ09,2532.32633319,OUT018
FDY03,1919.06633734,OUT049
NCG42,2063.44454594,OUT017
DRI13,5920.74125026,OUT027
FDQ32,2040.64560423,OUT013
FDW16,1389.70158722,OUT035
FDU27,785.0320484,OUT046
FDR28,392.989916789,OUT010
FDQ49,370.953042408,OUT010
FDS37,1945.01581792,OUT046
FDW26,3359.29960745,OUT018
FDX12,3611.99583789,OUT018
NCP06,2461.26856613,OUT013
FDW45,360.163864624,OUT010
NCN30,1506.65180603,OUT049
FDN24,841.971764585,OUT049
NCL41,1171.63398171,OUT027
FDR02,264.430163218,OUT019
FDD09,443.601385091,OUT010
FDS33,199.786058451,OUT010
FDU22,2001.48737728,OUT045
FDI53,2531.83625037,OUT013
DRH01,2858.38441145,OUT049
FDX32,2111.81742543,OUT013
NCP30,606.200507074,OUT018
FDB60,3051.85476151,OUT045
FDB14,1442.9913519,OUT049
NCP02,856.52780604,OUT035
FDJ10,2059.02169331,OUT017
FDG34,1725.56332097,OUT046
NCB18,1367.73332377,OUT017
FDM16,1139.42039942,OUT049
FDW25,1341.42936327,OUT018
FDB35,218.769709527,OUT010
DRN11,2122.97774699,OUT013
FDF41,577.764199987,OUT019
FDH16,1373.46520867,OUT045
NCQ50,3378.08594371,OUT018
DRH23,869.314523623,OUT018
DRJ37,2430.38160965,OUT013
DRJ24,5182.47000809,OUT027
FDY16,3090.2199488,OUT035
FDQ27,1652.15604506,OUT045
FDZ33,2475.17845003,OUT045
FDF29,2079.56428463,OUT045
FDA08,2580.19039814,OUT049
FDG31,1077.38467171,OUT046
FDE34,467.146362911,OUT019
NCR30,1496.01930784,OUT027
FDV33,4175.00748648,OUT035
DRZ24,1900.17070303,OUT018
NCL54,2855.9988539,OUT035
FDR12,2893.8837166,OUT049
NCC54,3804.56292107,OUT046
DRN59,800.978684182,OUT013
FDX50,264.886636393,OUT019
FDV31,4793.51361169,OUT027
NCA29,4513.44176673,OUT027
FDW60,2913.98649732,OUT049
FDX08,3115.67886779,OUT017
DRD49,3806.50960682,OUT013
FDD33,3816.74513258,OUT046
FDW35,670.998037477,OUT013
FDJ36,1647.71172778,OUT017
FDV51,2698.00193804,OUT035
FDW36,1649.80882477,OUT046
FDH35,2583.39424974,OUT046
NCS30,3290.55437974,OUT027
FDN49,604.930437141,OUT017
FDL08,3620.31036632,OUT018
FDI09,3901.38636752,OUT013
FDP19,1941.8191913,OUT018
FDU21,122.090458584,OUT010
NCP41,1654.81456116,OUT045
FDY10,1841.83103767,OUT013
FDP12,586.859664099,OUT018
NCN26,1952.35486776,OUT049
FDK44,2832.2838941,OUT013
FDC28,1656.43393544,OUT049
FDJ41,5992.17455209,OUT027
NCT29,2019.3806707,OUT035
NCH42,581.207740314,OUT019
FDU60,2596.69795388,OUT018
FDS02,3085.35354188,OUT045
FDC51,2072.93260802,OUT046
FDU03,3069.69058097,OUT013
FDX39,3662.6027116,OUT045
NCY05,122.090458584,OUT010
NCL06,5978.448166,OUT027
FDD32,1285.27227525,OUT035
NCN41,2010.14187706,OUT045
NCX53,2138.92484519,OUT049
FDU57,363.172155234,OUT019
FDQ23,1652.13386894,OUT046
FDQ52,3999.53421103,OUT045
FDC14,621.91076029,OUT045
FDY09,2906.38291831,OUT035
FDQ28,2526.70262848,OUT045
FDV25,3796.3068839,OUT046
FDJ07,1952.25789777,OUT035
DRB25,1647.57021,OUT049
FDK52,580.361415608,OUT019
FDY52,1448.86236087,OUT027
FDB28,3093.75343954,OUT046
FDT36,593.815954414,OUT035
FDV25,3865.68707805,OUT017
NCN07,3290.55437974,OUT027
FDC57,3050.63722384,OUT017
FDQ03,3532.14450713,OUT018
FDU23,2712.01975647,OUT017
NCX41,3691.93165848,OUT035
NCD06,763.719298384,OUT035
FDW08,1650.32226114,OUT045
NCU29,2464.03808898,OUT017
NCE06,2514.85658426,OUT013
FDV52,269.500157666,OUT010
FDB02,2904.14385243,OUT017
NCR18,631.086304795,OUT045
FDK16,1504.42482814,OUT049
NCQ29,583.466113315,OUT010
FDZ01,246.499453967,OUT019
FDW27,2555.15166025,OUT035
FDD17,3529.61484972,OUT018
FDW39,2855.20105807,OUT013
DRH59,1111.79663826,OUT045
FDS52,1646.47979933,OUT013
FDU40,5624.53527385,OUT027
NCF54,2845.27873769,OUT013
FDH46,1649.56844324,OUT045
NCP14,1645.92410528,OUT049
FDH50,3148.36800479,OUT049
DRF15,365.313047294,OUT010
FDV27,2339.10817442,OUT027
NCJ06,2032.70519844,OUT049
FDN02,3184.74756206,OUT018
FDQ51,779.022578507,OUT049
FDQ07,3741.64147306,OUT017
FDS45,1651.0972337,OUT049
NCJ06,2019.03015,OUT045
FDD36,1956.59641728,OUT035
FDY25,3106.16006732,OUT045
FDU52,2462.34254568,OUT046
DRK47,3845.00328108,OUT017
NCL30,2041.60105555,OUT017
FDN22,4049.65285682,OUT035
NCF30,3283.85262615,OUT027
FDK03,4121.46256113,OUT035
FDT45,856.992513491,OUT017
NCC54,5978.448166,OUT027
FDP08,2929.22257667,OUT018
FDU44,2601.23826137,OUT046
DRG39,830.993217526,OUT035
FDU32,2069.37496342,OUT049
FDY27,2966.54015319,OUT049
NCP54,2039.3676274,OUT013
NCZ41,2055.50265028,OUT049
DRL49,2180.91492243,OUT013
FDI05,1265.46721367,OUT018
FDY56,3817.32495946,OUT045
DRC13,2045.83026084,OUT013
NCV29,2995.68470983,OUT017
FDR24,1376.23566905,OUT049
FDZ34,3016.1073146,OUT018
FDP37,2023.66663029,OUT035
FDX08,4822.97687621,OUT027
FDS57,2083.94277746,OUT045
NCG18,1647.78082073,OUT049
FDK25,2652.74917839,OUT018
FDH53,1280.13661504,OUT049
DRI59,3463.95399613,OUT018
FDA52,2853.09659046,OUT046
FDT20,122.090458584,OUT010
FDE36,384.533925429,OUT019
FDI24,2860.65903879,OUT017
FDB28,3030.5231181,OUT018
FDV11,2868.28859244,OUT017
FDP01,2503.67896327,OUT046
FDD34,4154.12273404,OUT027
FDJ50,1242.13605386,OUT027
FDZ44,1956.41136557,OUT013
DRO59,1191.33500221,OUT035
DRB48,620.18520497,OUT045
FDR21,2734.44194508,OUT018
NCE42,584.270703263,OUT010
FDO23,1446.70446171,OUT046
NCE30,3351.33739686,OUT018
FDQ22,593.991829772,OUT035
FDY01,1919.68889564,OUT045
FDS08,2875.98531675,OUT017
FDG28,3618.48178779,OUT018
FDQ51,761.816881384,OUT018
FDB05,3999.57763299,OUT017
FDO56,1941.03462519,OUT049
FDE02,1420.41305177,OUT018
FDN45,3750.22579032,OUT017
FDS09,803.267188302,OUT013
NCA54,2960.96429753,OUT018
FDP09,552.405192211,OUT010
FDC53,1567.28509752,OUT045
NCM55,3111.32505015,OUT017
FDL09,2649.54199152,OUT018
FDA11,237.38722566,OUT019
FDA50,1511.53999574,OUT045
FDC23,2949.09197971,OUT017
FDE22,2560.90563196,OUT049
FDD23,3126.61369961,OUT046
NCA29,2897.21568065,OUT049
FDK38,2454.4378859,OUT046
DRC13,2048.86185307,OUT046
NCP43,2955.03782175,OUT049
FDX28,1568.71438898,OUT049
FDF08,1375.58115692,OUT049
FDZ33,2468.48115799,OUT046
FDD10,2907.37846419,OUT049
FDO58,2591.57474913,OUT017
FDI50,3909.01662712,OUT017
FDO58,2605.46372908,OUT045
FDX08,3066.78617387,OUT013
NCK17,122.090458584,OUT010
FDF39,4245.19593808,OUT035
FDU45,256.436128358,OUT010
NCJ18,1810.33718703,OUT018
DRC27,581.936290646,OUT019
DRC25,1364.84206331,OUT035
