Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDZ48,255.226773057,OUT010
FDS24,2539.0268281,OUT027
FDK44,2823.08205144,OUT049
FDS48,2489.11028798,OUT045
FDK26,499.981952798,OUT010
FDD23,3061.49395559,OUT045
NCH54,2575.14330745,OUT017
NCP14,242.052381987,OUT010
FDM60,130.795396803,OUT010
FDV24,2493.51488299,OUT017
FDH08,3623.21543344,OUT018
FDS12,2996.06222718,OUT027
FDR39,4801.52106435,OUT027
FDP12,943.309030048,OUT027
DRF60,5842.99935953,OUT027
FDC09,1561.08722601,OUT035
FDF50,3073.20340136,OUT018
FDG28,3947.73746942,OUT035
NCE19,922.279505682,OUT017
NCM53,248.937992396,OUT010
NCN18,1672.75001622,OUT049
FDF32,3116.21456216,OUT035
FDF11,3930.7617047,OUT013
DRI59,3787.79344852,OUT049
NCG54,2726.00508603,OUT035
FDM44,1558.6542686,OUT046
FDT57,3706.43895485,OUT018
FDV24,2493.51488299,OUT046
FDI50,568.791404958,OUT019
FDS09,746.559709939,OUT035
NCC31,4108.64121922,OUT027
FDQ07,571.87342507,OUT019
FDC22,3061.49395559,OUT017
FDZ56,2722.993417,OUT046
FDZ40,130.795396803,OUT019
FDS46,2947.46808776,OUT027
DRD24,2044.1760272,OUT045
FDV45,3059.44891344,OUT017
FDL26,2515.03326461,OUT045
FDA56,2022.38470091,OUT018
FDN27,1944.50371003,OUT046
FDM20,3926.00487419,OUT049
FDO16,1380.29334135,OUT017
FDL03,3061.33108677,OUT035
FDE58,1942.01755821,OUT046
FDI02,2937.41142167,OUT027
NCC55,130.795396803,OUT019
FDR03,3316.26373824,OUT018
FDB14,1531.33333548,OUT017
FDR45,3938.29645546,OUT013
NCN07,2033.23316847,OUT017
FDM51,248.078056769,OUT019
FDT52,5842.99935953,OUT027
FDL26,2512.4010178,OUT046
NCZ42,3916.88679453,OUT046
DRI47,367.072666693,OUT019
FDW40,2044.1760272,OUT013
FDN34,2725.03845915,OUT046
FDS01,2879.66849766,OUT035
NCG55,1936.31974664,OUT045
FDC11,1449.23461888,OUT035
FDX35,3597.73983688,OUT018
NCB06,2563.4544256,OUT046
FDR09,567.983634417,OUT019
FDC53,1544.02788949,OUT017
FDY45,4031.63786042,OUT013
FDA22,385.464733252,OUT010
FDE02,1544.02788949,OUT035
FDW21,1554.18331283,OUT045
FDV34,1173.64302644,OUT046
FDS59,1570.28741429,OUT049
NCW17,2031.13311659,OUT017
NCK54,1942.01755821,OUT046
FDG17,568.791404958,OUT019
FDG35,2823.08205144,OUT017
FDD08,130.795396803,OUT010
NCO07,3638.32903347,OUT017
FDJ10,278.46672067,OUT010
FDW36,1563.52807693,OUT017
FDW21,239.7501077,OUT010
FDY19,1942.01755821,OUT017
DRE03,784.035577555,OUT013
NCC55,672.497389886,OUT049
FDH52,135.213466891,OUT010
FDO09,4061.57992816,OUT017
FDU43,3923.72716243,OUT045
FDX09,421.013187382,OUT010
FDH40,195.363328773,OUT019
FDW58,1563.52807693,OUT017
FDC47,3797.83016612,OUT017
NCR41,1544.02788949,OUT035
DRG49,3921.8854994,OUT035
FDC52,4097.68297313,OUT027
FDY13,1177.32361825,OUT046
FDY35,731.796178752,OUT013
FDI35,3046.85806635,OUT017
NCU18,2044.1760272,OUT049
FDY33,2552.30275443,OUT018
FDC15,4212.94931252,OUT027
FDU01,3059.44891344,OUT049
NCU42,2726.00508603,OUT046
NCV29,2853.91418128,OUT018
NCY30,3057.32807176,OUT017
FDQ46,1679.87029958,OUT049
FDG58,4108.64121922,OUT027
FDK33,3635.96753426,OUT017
NCD07,1928.81084016,OUT045
NCX29,3994.82116862,OUT027
NCT42,2484.10833157,OUT013
DRN59,730.718034029,OUT035
FDI44,1266.90047383,OUT035
FDA45,2859.8022518,OUT049
FDP31,1077.95578772,OUT045
FDY01,1928.81084016,OUT046
FDT09,2033.23316847,OUT018
DRH03,2858.8154155,OUT027
FDA36,3059.4250289,OUT018
NCF31,2510.99273725,OUT017
FDG14,2493.51488299,OUT049
FDG28,5842.99935953,OUT027
FDU14,4008.38217523,OUT049
FDY47,285.019255097,OUT019
FDI56,1487.47312905,OUT049
DRD01,1032.06920808,OUT013
FDM22,957.331651785,OUT046
FDH33,722.994244821,OUT013
DRZ24,1963.36994153,OUT013
NCQ38,1563.52807693,OUT046
FDO16,2303.75066878,OUT027
FDU07,4049.17954188,OUT027
NCB07,3059.44891344,OUT013
FDU48,2033.23316847,OUT045
NCM43,2580.88009058,OUT045
FDR31,362.708844559,OUT010
DRK49,669.014054983,OUT018
NCI30,571.533663841,OUT010
DRD60,3017.47555277,OUT017
NCG19,3885.03173765,OUT046
FDH12,1563.52807693,OUT035
FDM32,1531.33333548,OUT035
FDM27,2520.19835715,OUT035
NCU53,4263.74253976,OUT027
NCQ18,1546.52614401,OUT046
FDS10,2941.92878704,OUT013
FDB33,4212.94931252,OUT027
FDI12,1520.04228341,OUT013
NCW42,3739.61570376,OUT013
NCC06,2031.13311659,OUT018
FDW02,2031.13311659,OUT017
NCD43,1563.52807693,OUT017
FDM57,1393.75383968,OUT018
FDA58,3901.31653979,OUT017
FDK56,3061.49395559,OUT046
FDP52,3834.36515587,OUT045
FDW20,2028.31966895,OUT018
FDS52,1549.052469,OUT049
NCT29,2014.37904542,OUT018
NCL54,2854.35268952,OUT013
FDC05,3078.76394943,OUT045
FDF34,3063.37612892,OUT035
FDP03,2996.06222718,OUT027
FDD32,188.334200297,OUT010
FDZ10,2031.13311659,OUT045
FDZ40,918.28077229,OUT035
FDD51,673.645514756,OUT018
NCY30,428.307598684,OUT019
FDP58,3664.85380791,OUT017
FDV49,4054.80485161,OUT017
FDY24,130.795396803,OUT019
NCO55,1563.52807693,OUT017
FDR13,1942.01755821,OUT017
FDS51,1036.29532591,OUT017
FDP26,1563.52807693,OUT045
NCB54,2996.06222718,OUT027
FDF32,3061.33108677,OUT017
FDN31,3059.4250289,OUT018
DRM48,662.851564497,OUT017
FDN20,2722.993417,OUT049
DRL01,3827.52170124,OUT046
FDV56,1563.52807693,OUT049
DRH13,2897.30331537,OUT027
FDA03,2479.6995037,OUT017
FDF47,5842.99935953,OUT027
FDX32,2479.6995037,OUT046
FDX57,1544.02788949,OUT049
NCA30,3059.44891344,OUT045
FDO49,785.620974049,OUT013
FDL04,250.133684793,OUT019
DRM48,665.582945286,OUT035
FDR16,3632.4544782,OUT013
NCC19,3059.4250289,OUT018
NCE42,3912.13078131,OUT045
FDY24,919.145073076,OUT017
FDH19,2823.08205144,OUT049
FDJ46,2823.71881304,OUT013
FDN45,568.416774139,OUT010
FDY08,2033.23316847,OUT035
FDZ37,1447.52098611,OUT035
NCT30,735.244993217,OUT045
DRY23,669.776250308,OUT018
NCZ30,2022.38470091,OUT018
FDC44,1901.70504207,OUT018
FDB45,1563.52807693,OUT035
FDY04,2576.48758649,OUT013
FDM27,2557.71871598,OUT046
FDZ43,3921.88666969,OUT017
FDT39,369.094853015,OUT019
NCC06,282.26299478,OUT019
FDL15,4108.64121922,OUT027
FDL57,4040.61765666,OUT017
FDU08,1546.52614401,OUT046
FDK40,4070.60220606,OUT017
FDQ12,565.704184859,OUT010
FDS48,2494.92316354,OUT017
FDP09,3638.64607177,OUT045
FDW21,1546.52614401,OUT049
FDY25,3017.47555277,OUT035
DRE13,1426.17422291,OUT017
FDV43,130.795396803,OUT019
FDD22,1679.87029958,OUT045
FDM46,233.20992379,OUT019
NCO30,484.674892931,OUT010
FDM25,2823.71881304,OUT046
NCN41,2022.38470091,OUT049
FDU24,1533.28579412,OUT045
FDZ50,3059.37311391,OUT046
FDP45,3997.3247509,OUT013
NCM54,2031.13311659,OUT045
FDW10,420.616105795,OUT019
FDP20,2031.13311659,OUT017
FDK32,2494.92316354,OUT046
FDN52,1453.26543193,OUT049
FDM58,1672.75001622,OUT045
FDZ46,2933.49917427,OUT027
NCA18,1942.01755821,OUT018
FDD35,2022.38470091,OUT046
NCK31,735.134360325,OUT035
FDI40,2866.3948782,OUT027
FDT50,236.575341496,OUT019
NCT06,2578.83504843,OUT046
FDT31,3059.44891344,OUT035
FDT45,864.586725015,OUT049
FDT13,3061.49395559,OUT045
FDO50,1489.5517469,OUT045
NCU18,277.875155734,OUT010
NCR54,3059.44891344,OUT049
NCO18,2857.55317138,OUT018
FDU09,923.80329267,OUT045
FDT13,3059.4250289,OUT018
FDE09,1679.87029958,OUT046
NCK53,248.078056769,OUT019
FDG45,3625.0673934,OUT049
DRH15,688.973699913,OUT035
FDO21,568.791404958,OUT019
FDD14,5128.48503252,OUT027
FDC09,1561.08722601,OUT046
FDH45,951.185527399,OUT027
FDV32,1152.22247971,OUT046
FDG12,1982.64319045,OUT035
FDS32,2033.23316847,OUT013
NCL55,3831.95881678,OUT018
DRE01,3922.91783708,OUT035
DRE15,1267.72649732,OUT049
NCL42,3936.69237445,OUT045
FDP31,1261.95374176,OUT013
FDN33,1533.28579412,OUT018
FDZ59,2579.47181003,OUT046
FDE45,424.352247263,OUT010
FDJ07,1963.36994153,OUT013
FDQ45,3059.4250289,OUT018
FDM33,5842.99935953,OUT027
FDO15,151.461070138,OUT010
FDM46,1542.24623535,OUT013
FDR03,3439.61181689,OUT045
FDY49,2652.79103221,OUT018
FDQ60,1979.72271229,OUT045
FDW10,2823.08205144,OUT049
FDO51,688.811186851,OUT049
FDJ40,1570.28741429,OUT018
FDS20,3057.30418722,OUT018
FDU45,1765.23570987,OUT013
FDV02,2722.993417,OUT035
FDN09,3942.72186416,OUT046
NCM55,5128.48503252,OUT027
FDN23,2468.42784367,OUT018
FDY31,367.107137991,OUT010
FDW03,242.052381987,OUT010
FDD14,3057.32807176,OUT046
FDV23,2031.13311659,OUT017
DRI03,2823.71881304,OUT045
FDN13,1549.052469,OUT035
FDF45,1294.1136034,OUT027
FDU46,1450.41452806,OUT035
FDB57,3725.13172153,OUT049
FDV12,1549.052469,OUT049
FDQ58,2493.51488299,OUT013
NCA18,1931.35717169,OUT017
FDH52,1019.82433543,OUT049
FDM24,2483.32892515,OUT018
NCP43,4808.92780893,OUT027
NCO18,425.374438423,OUT019
FDM32,1493.16334439,OUT017
NCL07,668.06997971,OUT017
FDK03,4005.03504872,OUT013
FDP59,1561.08722601,OUT017
FDQ24,3987.775819,OUT049
FDQ16,1570.28741429,OUT018
FDU44,2563.4544256,OUT013
FDH28,130.795396803,OUT010
FDV28,130.795396803,OUT019
FDM22,912.861913068,OUT045
FDR56,3063.37612892,OUT046
FDV39,3063.37612892,OUT049
FDU37,171.181202443,OUT019
FDQ11,569.22454468,OUT010
FDX02,3758.21660735,OUT045
NCS42,1531.33333548,OUT018
FDY57,2858.8154155,OUT027
FDB21,3905.74619843,OUT049
FDE28,3833.82298107,OUT017
FDQ55,1901.70504207,OUT017
FDA48,3723.18908884,OUT049
FDZ19,2823.71881304,OUT045
NCC43,4007.11990076,OUT045
NCV18,1395.48321005,OUT046
NCA42,2554.08523954,OUT018
FDY45,4049.35765913,OUT046
NCC30,2941.92878704,OUT045
FDM57,1517.24269234,OUT013
FDL09,386.432598169,OUT010
FDB09,2996.06222718,OUT027
FDT44,1979.72271229,OUT035
NCT06,4257.75963673,OUT027
FDX26,3057.32807176,OUT049
FDK32,2512.4010178,OUT013
DRA12,2056.07331598,OUT046
FDO46,498.881476424,OUT010
FDE52,1526.06408471,OUT013
NCH42,3824.31054029,OUT045
FDV08,672.507631097,OUT035
FDB47,3455.08476178,OUT018
FDC28,255.226773057,OUT010
FDD22,1903.90861405,OUT046
FDS07,2940.9150842,OUT027
DRI13,3661.10721194,OUT045
FDG32,3543.72426236,OUT018
FDU14,4020.06132517,OUT017
FDD28,131.168434653,OUT019
NCP41,1570.28741429,OUT017
FDS08,2823.71881304,OUT049
FDX47,2550.77787152,OUT045
FDC53,247.295937933,OUT019
FDQ19,3938.91019881,OUT035
FDL14,2510.99273725,OUT045
FDM33,567.983634417,OUT019
FDA51,1901.70504207,OUT045
FDZ27,730.817583041,OUT018
FDT04,674.239607112,OUT046
DRC13,2031.13311659,OUT049
FDR16,5842.99935953,OUT027
FDQ03,5842.99935953,OUT027
FDE38,2668.26901678,OUT035
DRH23,1219.64885083,OUT027
FDT11,499.548813075,OUT019
FDD09,2960.22113759,OUT035
FDR40,1380.29334135,OUT045
FDX07,3057.32807176,OUT017
FDR07,1544.02788949,OUT035
FDA51,1913.6469691,OUT017
FDT59,567.570929414,OUT019
FDF20,3061.49395559,OUT017
FDR13,1926.17962218,OUT045
FDY26,3629.87639519,OUT049
FDW04,2033.23316847,OUT017
FDK52,3818.33081349,OUT017
FDN60,2552.18615207,OUT049
FDM09,408.581389499,OUT019
FDP46,1453.26543193,OUT049
FDB50,170.746548677,OUT019
NCQ29,4034.10342378,OUT049
FDP16,5842.99935953,OUT027
FDX33,2567.17792944,OUT018
FDP07,514.1528087,OUT010
FDN22,4016.0768873,OUT046
FDF39,4043.12570167,OUT049
FDS21,1005.61605764,OUT017
NCM42,1563.52807693,OUT013
FDK50,383.185656836,OUT019
DRF13,4037.1294702,OUT027
FDH35,2572.19346392,OUT018
FDP60,1549.052469,OUT018
DRJ49,2996.06222718,OUT027
NCT42,365.802303464,OUT019
FDE38,2665.76708079,OUT049
FDI04,3078.76394943,OUT049
NCH54,2552.18615207,OUT045
FDT56,939.853424978,OUT049
DRD15,3628.89078056,OUT018
FDV58,3059.44891344,OUT013
FDP21,3061.49395559,OUT049
FDH05,3821.14102237,OUT013
FDR10,4248.87874246,OUT027
NCP06,2486.96240159,OUT045
FDF33,1563.52807693,OUT049
DRK37,3061.49395559,OUT013
DRH49,1384.75055903,OUT045
FDT58,2660.62642144,OUT013
FDD41,1563.52807693,OUT018
FDP40,1663.31056279,OUT018
FDM51,2866.3948782,OUT027
FDO45,194.458471388,OUT010
FDW33,242.052381987,OUT010
FDY24,918.28077229,OUT045
FDB10,566.107654978,OUT010
FDM40,2044.1760272,OUT035
NCI06,3017.47555277,OUT017
FDW12,336.262062979,OUT019
FDX48,4108.64121922,OUT027
NCW05,2892.68135965,OUT027
FDX27,1544.02788949,OUT017
DRM37,3078.76394943,OUT045
FDA38,3919.14930546,OUT045
FDR36,674.239607112,OUT046
FDZ45,3106.32406806,OUT046
FDG05,2553.11966977,OUT017
FDK28,4057.92024736,OUT013
FDV47,1431.46907127,OUT045
FDN21,2563.4544256,OUT045
FDP20,2996.06222718,OUT027
FDI35,3046.85806635,OUT045
DRY23,723.946056361,OUT013
FDA56,2022.38470091,OUT017
FDB09,2025.42540081,OUT013
NCO26,2944.21682818,OUT027
FDQ49,2535.6405676,OUT018
FDI52,2996.06222718,OUT027
FDZ44,2944.21682818,OUT027
FDZ09,2574.54092586,OUT018
FDY03,1899.36777146,OUT049
NCG42,2033.23316847,OUT017
DRI13,5842.99935953,OUT027
FDQ32,2031.13311659,OUT013
FDW16,1489.5517469,OUT035
FDU27,736.043135171,OUT046
FDR28,384.935312245,OUT010
FDQ49,379.464813982,OUT010
FDS37,1936.31974664,OUT046
FDW26,3509.24031742,OUT018
FDX12,3749.58151575,OUT018
NCP06,2492.07816491,OUT013
FDW45,366.845435183,OUT010
NCN30,1544.02788949,OUT049
FDN24,864.586725015,OUT049
NCL41,943.309030048,OUT027
FDR02,258.74654579,OUT019
FDD09,447.333814368,OUT010
FDS33,195.713516823,OUT010
FDU22,2014.37904542,OUT045
FDI53,2577.12434809,OUT013
DRH01,2823.08205144,OUT049
FDX32,2059.32607416,OUT013
NCP30,669.014054983,OUT018
FDB60,3063.37612892,OUT045
FDB14,1533.28579412,OUT049
NCP02,923.80329267,OUT035
FDJ10,2033.23316847,OUT017
FDG34,1663.31056279,OUT046
NCB18,1451.57862984,OUT017
FDM16,1116.42788151,OUT049
FDW25,1396.91075943,OUT018
FDB35,222.120914428,OUT010
DRN11,2098.52775713,OUT013
FDF41,566.043946088,OUT019
FDH16,1454.71168244,OUT045
NCQ50,3473.38993903,OUT018
DRH23,931.214335204,OUT018
DRJ37,2498.85634486,OUT013
DRJ24,5128.48503252,OUT027
FDY16,3057.32807176,OUT035
FDQ27,1563.52807693,OUT045
FDZ33,2484.10833157,OUT045
FDF29,2033.23316847,OUT045
FDA08,2577.12434809,OUT049
FDG31,1150.25491797,OUT046
FDE34,470.884728196,OUT019
NCR30,1454.75354409,OUT027
FDV33,4064.85829689,OUT035
DRZ24,2019.68821338,OUT018
NCL54,2825.12709359,OUT035
FDR12,2825.12709359,OUT049
NCC54,3907.84761625,OUT046
DRN59,781.204647754,OUT013
FDX50,259.119004491,OUT019
FDV31,4719.42469878,OUT027
NCA29,4376.98257151,OUT027
FDW60,2852.94440897,OUT049
FDX08,3059.37311391,OUT017
DRD49,3888.63458109,OUT013
FDD33,3838.86082109,OUT046
FDW35,722.994244821,OUT013
FDJ36,1561.08722601,OUT017
FDV51,2625.73750032,OUT035
FDW36,1563.52807693,OUT046
FDH35,2578.83504843,OUT046
NCS30,2996.06222718,OUT027
FDN49,668.06997971,OUT017
FDL08,3752.40327085,OUT018
FDI09,3921.73942681,OUT013
FDP19,2033.23316847,OUT018
FDU21,130.795396803,OUT010
NCP41,1563.52807693,OUT045
FDY10,1787.59598424,OUT013
FDP12,662.851564497,OUT018
NCN26,1931.35717169,OUT049
FDK44,2823.08205144,OUT013
FDC28,1570.28741429,OUT049
FDJ41,5842.99935953,OUT027
NCT29,2025.42540081,OUT035
NCH42,568.791404958,OUT019
FDU60,2655.69553727,OUT018
FDS02,3061.49395559,OUT045
FDC51,2022.38470091,OUT046
FDU03,3057.32807176,OUT013
FDX39,3641.00757099,OUT045
NCY05,130.795396803,OUT010
NCL06,5842.99935953,OUT027
FDD32,1279.63076201,OUT035
NCN41,2022.38470091,OUT045
NCX53,2044.1760272,OUT049
FDU57,367.485968183,OUT019
FDQ23,1563.52807693,OUT046
FDQ52,3992.86408212,OUT045
FDC14,673.441465158,OUT045
FDY09,2854.35268952,OUT035
FDQ28,2523.01945209,OUT045
FDV25,3746.09910461,OUT046
FDJ07,1936.31974664,OUT035
DRB25,1563.52807693,OUT049
FDK52,567.983634417,OUT019
FDY52,1401.80339523,OUT027
FDB28,3063.37612892,OUT046
FDT36,665.582945286,OUT035
FDV25,3759.2644952,OUT017
NCN07,2996.06222718,OUT027
FDC57,3059.44891344,OUT017
FDQ03,3713.2140314,OUT018
FDU23,2662.03470199,OUT017
NCX41,3643.74376492,OUT035
NCD06,733.54896383,OUT035
FDW08,1563.52807693,OUT045
NCU29,2470.65303956,OUT017
NCE06,2566.40911669,OUT013
FDV52,267.873552688,OUT010
FDB02,2852.94440897,OUT017
NCR18,675.155472023,OUT045
FDK16,1544.02788949,OUT049
NCQ29,570.366876464,OUT010
FDZ01,249.351565957,OUT019
FDW27,2550.77787152,OUT035
FDD17,3706.43895485,OUT018
FDW39,2852.94440897,OUT013
DRH59,1096.66098507,OUT045
FDS52,1558.6542686,OUT013
FDU40,5806.66077174,OUT027
NCF54,2823.08205144,OUT013
FDH46,1561.08722601,OUT045
NCP14,1563.52807693,OUT049
FDH50,3061.49395559,OUT049
DRF15,372.970029688,OUT010
FDV27,2540.20673728,OUT027
NCJ06,2014.37904542,OUT049
FDN02,3308.89190635,OUT018
FDQ51,732.414063415,OUT049
FDQ07,3734.44486287,OUT017
FDS45,1563.52807693,OUT049
NCJ06,2022.38470091,OUT045
FDD36,1942.01755821,OUT035
FDY25,3059.37311391,OUT045
FDU52,2510.99273725,OUT046
DRK47,3814.51218658,OUT017
NCL30,2031.13311659,OUT017
FDN22,4021.09249256,OUT035
NCF30,2996.06222718,OUT027
FDK03,4033.76690816,OUT035
FDT45,920.724617912,OUT017
NCC54,5842.99935953,OUT027
FDP08,3059.26216009,OUT018
FDU44,2578.53262864,OUT046
DRG39,860.894846536,OUT035
FDU32,2022.38470091,OUT049
FDY27,2914.11655574,OUT049
NCP54,2022.38470091,OUT013
NCZ41,2031.13311659,OUT049
DRL49,2157.03814523,OUT013
FDI05,1253.34422892,OUT018
FDY56,3798.93593633,OUT045
DRC13,2031.13311659,OUT013
NCV29,2943.97382919,OUT017
FDR24,1485.70618086,OUT049
FDZ34,3059.4250289,OUT018
FDP37,2031.13311659,OUT035
FDX08,4801.52106435,OUT027
FDS57,2044.1760272,OUT045
NCG18,1561.08722601,OUT049
FDK25,2719.33605603,OUT018
FDH53,1295.69193962,OUT049
DRI59,3573.38737573,OUT018
FDA52,2852.30764737,OUT046
FDT20,130.795396803,OUT010
FDE36,383.185656836,OUT019
FDI24,2823.71881304,OUT017
FDB28,3095.50032326,OUT018
FDV11,2852.94440897,OUT017
FDP01,2512.4010178,OUT046
FDD34,4248.87874246,OUT027
FDJ50,1036.8373636,OUT027
FDZ44,1963.36994153,OUT013
DRO59,1160.42946522,OUT035
DRB48,673.441465158,OUT045
FDR21,2818.78792887,OUT018
NCE42,571.533663841,OUT010
FDO23,1533.28579412,OUT046
NCE30,3457.34453937,OUT018
FDQ22,665.582945286,OUT035
FDY01,1928.81084016,OUT045
FDS08,2858.20830385,OUT017
FDG28,3757.06996916,OUT018
FDQ51,730.817583041,OUT018
FDB05,3985.54683078,OUT017
FDO56,1942.01755821,OUT049
FDE02,1531.33333548,OUT018
FDN45,3739.52745489,OUT017
FDS09,784.035577555,OUT013
NCA54,3011.13638805,OUT018
FDP09,563.618116371,OUT010
FDC53,1546.52614401,OUT045
NCM55,3061.49395559,OUT017
FDL09,2718.69929443,OUT018
FDA11,233.435031672,OUT019
FDA50,1544.02788949,OUT045
FDC23,2941.92878704,OUT017
FDE22,2556.31043543,OUT049
FDD23,3061.49395559,OUT046
NCA29,2823.71881304,OUT049
FDK38,2478.29122315,OUT046
DRC13,2022.38470091,OUT046
NCP43,2941.92878704,OUT049
FDX28,1549.052469,OUT049
FDF08,1485.70618086,OUT049
FDZ33,2485.55412104,OUT046
FDD10,2912.07151359,OUT049
FDO58,2576.48758649,OUT017
FDI50,3834.01798836,OUT017
FDO58,2583.48000015,OUT045
FDX08,3017.47555277,OUT013
NCK17,130.795396803,OUT010
FDF39,4080.65565134,OUT035
FDU45,263.646241392,OUT010
NCJ18,1942.01755821,OUT018
DRC27,568.343830366,OUT019
DRC25,1426.17422291,OUT035
